0.01,  4,  15,  0.04,  0.4,  0.35,  1
0.02,  4,  15,  0.04,  0.4,  0.35,  1
0.03,  4,  15,  0.04,  0.4,  0.35,  1
0.04,  4,  15,  0.04,  0.4,  0.35,  1
0.05,  4,  15,  0.04,  0.4,  0.35,  1
0.06,  4,  15,  0.04,  0.4,  0.35,  1
0.07,  4,  15,  0.04,  0.4,  0.35,  1
0.08,  4,  15,  0.04,  0.4,  0.35,  1
0.09,  4,  15,  0.04,  0.4,  0.35,  1
0.1,  4,  15,  0.04,  0.4,  0.35,  1
0.11,  4,  15,  0.04,  0.4,  0.35,  1
0.12,  4,  15,  0.04,  0.4,  0.35,  1
0.13,  4,  15,  0.04,  0.4,  0.35,  1
0.14,  4,  15,  0.04,  0.4,  0.35,  1
0.15,  4,  15,  0.04,  0.4,  0.35,  1
0.16,  4,  15,  0.04,  0.4,  0.35,  1
0.17,  4,  15,  0.04,  0.4,  0.35,  1
0.18,  4,  15,  0.04,  0.4,  0.35,  1
0.19,  4,  15,  0.04,  0.4,  0.35,  1
0.2,  4,  15,  0.04,  0.4,  0.35,  1
0.21,  4,  15,  0.04,  0.4,  0.35,  1
0.22,  4,  15,  0.04,  0.4,  0.35,  1
0.23,  4,  15,  0.04,  0.4,  0.35,  1
0.24,  4,  15,  0.04,  0.4,  0.35,  1
0.25,  4,  15,  0.04,  0.4,  0.35,  1
0.26,  4,  15,  0.04,  0.4,  0.35,  1
0.27,  4,  15,  0.04,  0.4,  0.35,  1
0.28,  4,  15,  0.04,  0.4,  0.35,  1
0.29,  4,  15,  0.04,  0.4,  0.35,  1
0.3,  4,  15,  0.04,  0.4,  0.35,  1
0.31,  4,  15,  0.04,  0.4,  0.35,  1
0.32,  4,  15,  0.04,  0.4,  0.35,  1
0.33,  4,  15,  0.04,  0.4,  0.35,  1
0.34,  4,  15,  0.04,  0.4,  0.35,  1
0.35,  4,  15,  0.04,  0.4,  0.35,  1
0.36,  4,  15,  0.04,  0.4,  0.35,  1
0.37,  4,  15,  0.04,  0.4,  0.35,  1
0.38,  4,  15,  0.04,  0.4,  0.35,  1
0.39,  4,  15,  0.04,  0.4,  0.35,  1
0.4,  4,  15,  0.04,  0.4,  0.35,  1
0.41,  4,  15,  0.04,  0.4,  0.35,  1
0.42,  4,  15,  0.04,  0.4,  0.35,  1
0.43,  4,  15,  0.04,  0.4,  0.35,  1
0.44,  4,  15,  0.04,  0.4,  0.35,  1
0.45,  4,  15,  0.04,  0.4,  0.35,  1
0.46,  4,  15,  0.04,  0.4,  0.35,  1
0.47,  4,  15,  0.04,  0.4,  0.35,  1
0.48,  4,  15,  0.04,  0.4,  0.35,  1
0.49,  4,  15,  0.04,  0.4,  0.35,  1
0.5,  4,  15,  0.04,  0.4,  0.35,  1
0.51,  4,  15,  0.04,  0.4,  0.35,  1
0.52,  4,  15,  0.04,  0.4,  0.35,  1
0.53,  4,  15,  0.04,  0.4,  0.35,  1
0.54,  4,  15,  0.04,  0.4,  0.35,  1
0.55,  4,  15,  0.04,  0.4,  0.35,  1
0.56,  4,  15,  0.04,  0.4,  0.35,  1
0.57,  4,  15,  0.04,  0.4,  0.35,  1
0.58,  4,  15,  0.04,  0.4,  0.35,  1
0.59,  4,  15,  0.04,  0.4,  0.35,  1
0.6,  4,  15,  0.04,  0.4,  0.35,  1
0.61,  4,  15,  0.04,  0.4,  0.35,  1
0.62,  4,  15,  0.04,  0.4,  0.35,  1
0.63,  4,  15,  0.04,  0.4,  0.35,  1
0.64,  4,  15,  0.04,  0.4,  0.35,  1
0.65,  4,  15,  0.04,  0.4,  0.35,  1
0.66,  4,  15,  0.04,  0.4,  0.35,  1
0.67,  4,  15,  0.04,  0.4,  0.35,  1
0.68,  4,  15,  0.04,  0.4,  0.35,  1
0.69,  4,  15,  0.04,  0.4,  0.35,  1
0.7,  4,  15,  0.04,  0.4,  0.35,  1
0.71,  4,  15,  0.04,  0.4,  0.35,  1
0.72,  4,  15,  0.04,  0.4,  0.35,  1
0.73,  4,  15,  0.04,  0.4,  0.35,  1
0.74,  4,  15,  0.04,  0.4,  0.35,  1
0.75,  4,  15,  0.04,  0.4,  0.35,  1
0.76,  4,  15,  0.04,  0.4,  0.35,  1
0.77,  4,  15,  0.04,  0.4,  0.35,  1
0.78,  4,  15,  0.04,  0.4,  0.35,  1
0.79,  4,  15,  0.04,  0.4,  0.35,  1
0.8,  4,  15,  0.04,  0.4,  0.35,  1
0.81,  4,  15,  0.04,  0.4,  0.35,  1
0.82,  4,  15,  0.04,  0.4,  0.35,  1
0.83,  4,  15,  0.04,  0.4,  0.35,  1
0.84,  4,  15,  0.04,  0.4,  0.35,  1
0.85,  4,  15,  0.04,  0.4,  0.35,  1
0.86,  4,  15,  0.04,  0.4,  0.35,  1
0.87,  4,  15,  0.04,  0.4,  0.35,  1
0.88,  4,  15,  0.04,  0.4,  0.35,  1
0.89,  4,  15,  0.04,  0.4,  0.35,  1
0.9,  4,  15,  0.04,  0.4,  0.35,  1
0.91,  4,  15,  0.04,  0.4,  0.35,  1
0.92,  4,  15,  0.04,  0.4,  0.35,  1
0.93,  4,  15,  0.04,  0.4,  0.35,  1
0.94,  4,  15,  0.04,  0.4,  0.35,  1
0.95,  4,  15,  0.04,  0.4,  0.35,  1
0.96,  4,  15,  0.04,  0.4,  0.35,  1
0.97,  4,  15,  0.04,  0.4,  0.35,  1
0.98,  4,  15,  0.04,  0.4,  0.35,  1
0.99,  4,  15,  0.04,  0.4,  0.35,  1
1,  4,  15,  0.04,  0.4,  0.35,  1
1.01,  4,  15,  0.04,  0.4,  0.35,  1
1.02,  4,  15,  0.04,  0.4,  0.35,  1
1.03,  4,  15,  0.04,  0.4,  0.35,  1
1.04,  4,  15,  0.04,  0.4,  0.35,  1
1.05,  4,  15,  0.04,  0.4,  0.35,  1
1.06,  4,  15,  0.04,  0.4,  0.35,  1
1.07,  4,  15,  0.04,  0.4,  0.35,  1
1.08,  4,  15,  0.04,  0.4,  0.35,  1
1.09,  4,  15,  0.04,  0.4,  0.35,  1
1.1,  4,  15,  0.04,  0.4,  0.35,  1
1.11,  4,  15,  0.04,  0.4,  0.35,  1
1.12,  4,  15,  0.04,  0.4,  0.35,  1
1.13,  4,  15,  0.04,  0.4,  0.35,  1
1.14,  4,  15,  0.04,  0.4,  0.35,  1
1.15,  4,  15,  0.04,  0.4,  0.35,  1
1.16,  4,  15,  0.04,  0.4,  0.35,  1
1.17,  4,  15,  0.04,  0.4,  0.35,  1
1.18,  4,  15,  0.04,  0.4,  0.35,  1
1.19,  4,  15,  0.04,  0.4,  0.35,  1
1.2,  4,  15,  0.04,  0.4,  0.35,  1
1.21,  4,  15,  0.04,  0.4,  0.35,  1
1.22,  4,  15,  0.04,  0.4,  0.35,  1
1.23,  4,  15,  0.04,  0.4,  0.35,  1
1.24,  4,  15,  0.04,  0.4,  0.35,  1
1.25,  4,  15,  0.04,  0.4,  0.35,  1
1.26,  4,  15,  0.04,  0.4,  0.35,  1
1.27,  4,  15,  0.04,  0.4,  0.35,  1
1.28,  4,  15,  0.04,  0.4,  0.35,  1
1.29,  4,  15,  0.04,  0.4,  0.35,  1
1.3,  4,  15,  0.04,  0.4,  0.35,  1
1.31,  4,  15,  0.04,  0.4,  0.35,  1
1.32,  4,  15,  0.04,  0.4,  0.35,  1
1.33,  4,  15,  0.04,  0.4,  0.35,  1
1.34,  4,  15,  0.04,  0.4,  0.35,  1
1.35,  4,  15,  0.04,  0.4,  0.35,  1
1.36,  4,  15,  0.04,  0.4,  0.35,  1
1.37,  4,  15,  0.04,  0.4,  0.35,  1
1.38,  4,  15,  0.04,  0.4,  0.35,  1
1.39,  4,  15,  0.04,  0.4,  0.35,  1
1.4,  4,  15,  0.04,  0.4,  0.35,  1
1.41,  4,  15,  0.04,  0.4,  0.35,  1
1.42,  4,  15,  0.04,  0.4,  0.35,  1
1.43,  4,  15,  0.04,  0.4,  0.35,  1
1.44,  4,  15,  0.04,  0.4,  0.35,  1
1.45,  4,  15,  0.04,  0.4,  0.35,  1
1.46,  4,  15,  0.04,  0.4,  0.35,  1
1.47,  4,  15,  0.04,  0.4,  0.35,  1
1.48,  4,  15,  0.04,  0.4,  0.35,  1
1.49,  4,  15,  0.04,  0.4,  0.35,  1
1.5,  4,  15,  0.04,  0.4,  0.35,  1
1.51,  4,  15,  0.04,  0.4,  0.35,  1
1.52,  4,  15,  0.04,  0.4,  0.35,  1
1.53,  4,  15,  0.04,  0.4,  0.35,  1
1.54,  4,  15,  0.04,  0.4,  0.35,  1
1.55,  4,  15,  0.04,  0.4,  0.35,  1
1.56,  4,  15,  0.04,  0.4,  0.35,  1
1.57,  4,  15,  0.04,  0.4,  0.35,  1
1.58,  4,  15,  0.04,  0.4,  0.35,  1
1.59,  4,  15,  0.04,  0.4,  0.35,  1
1.6,  4,  15,  0.04,  0.4,  0.35,  1
1.61,  4,  15,  0.04,  0.4,  0.35,  1
1.62,  4,  15,  0.04,  0.4,  0.35,  1
1.63,  4,  15,  0.04,  0.4,  0.35,  1
1.64,  4,  15,  0.04,  0.4,  0.35,  1
1.65,  4,  15,  0.04,  0.4,  0.35,  1
1.66,  4,  15,  0.04,  0.4,  0.35,  1
1.67,  4,  15,  0.04,  0.4,  0.35,  1
1.68,  4,  15,  0.04,  0.4,  0.35,  1
1.69,  4,  15,  0.04,  0.4,  0.35,  1
1.7,  4,  15,  0.04,  0.4,  0.35,  1
1.71,  4,  15,  0.04,  0.4,  0.35,  1
1.72,  4,  15,  0.04,  0.4,  0.35,  1
1.73,  4,  15,  0.04,  0.4,  0.35,  1
1.74,  4,  15,  0.04,  0.4,  0.35,  1
1.75,  4,  15,  0.04,  0.4,  0.35,  1
1.76,  4,  15,  0.04,  0.4,  0.35,  1
1.77,  4,  15,  0.04,  0.4,  0.35,  1
1.78,  4,  15,  0.04,  0.4,  0.35,  1
1.79,  4,  15,  0.04,  0.4,  0.35,  1
1.8,  4,  15,  0.04,  0.4,  0.35,  1
1.81,  4,  15,  0.04,  0.4,  0.35,  1
1.82,  4,  15,  0.04,  0.4,  0.35,  1
1.83,  4,  15,  0.04,  0.4,  0.35,  1
1.84,  4,  15,  0.04,  0.4,  0.35,  1
1.85,  4,  15,  0.04,  0.4,  0.35,  1
1.86,  4,  15,  0.04,  0.4,  0.35,  1
1.87,  4,  15,  0.04,  0.4,  0.35,  1
1.88,  4,  15,  0.04,  0.4,  0.35,  1
1.89,  4,  15,  0.04,  0.4,  0.35,  1
1.9,  4,  15,  0.04,  0.4,  0.35,  1
1.91,  4,  15,  0.04,  0.4,  0.35,  1
1.92,  4,  15,  0.04,  0.4,  0.35,  1
1.93,  4,  15,  0.04,  0.4,  0.35,  1
1.94,  4,  15,  0.04,  0.4,  0.35,  1
1.95,  4,  15,  0.04,  0.4,  0.35,  1
1.96,  4,  15,  0.04,  0.4,  0.35,  1
1.97,  4,  15,  0.04,  0.4,  0.35,  1
1.98,  4,  15,  0.04,  0.4,  0.35,  1
1.99,  4,  15,  0.04,  0.4,  0.35,  1
2,  4,  15,  0.04,  0.4,  0.35,  1
2.01,  4,  15,  0.04,  0.4,  0.35,  1
2.02,  4,  15,  0.04,  0.4,  0.35,  1
2.03,  4,  15,  0.04,  0.4,  0.35,  1
2.04,  4,  15,  0.04,  0.4,  0.35,  1
2.05,  4,  15,  0.04,  0.4,  0.35,  1
2.06,  4,  15,  0.04,  0.4,  0.35,  1
2.07,  4,  15,  0.04,  0.4,  0.35,  1
2.08,  4,  15,  0.04,  0.4,  0.35,  1
2.09,  4,  15,  0.04,  0.4,  0.35,  1
2.1,  4,  15,  0.04,  0.4,  0.35,  1
2.11,  4,  15,  0.04,  0.4,  0.35,  1
2.12,  4,  15,  0.04,  0.4,  0.35,  1
2.13,  4,  15,  0.04,  0.4,  0.35,  1
2.14,  4,  15,  0.04,  0.4,  0.35,  1
2.15,  4,  15,  0.04,  0.4,  0.35,  1
2.16,  4,  15,  0.04,  0.4,  0.35,  1
2.17,  4,  15,  0.04,  0.4,  0.35,  1
2.18,  4,  15,  0.04,  0.4,  0.35,  1
2.19,  4,  15,  0.04,  0.4,  0.35,  1
2.2,  4,  15,  0.04,  0.4,  0.35,  1
2.21,  4,  15,  0.04,  0.4,  0.35,  1
2.22,  4,  15,  0.04,  0.4,  0.35,  1
2.23,  4,  15,  0.04,  0.4,  0.35,  1
2.24,  4,  15,  0.04,  0.4,  0.35,  1
2.25,  4,  15,  0.04,  0.4,  0.35,  1
2.26,  4,  15,  0.04,  0.4,  0.35,  1
2.27,  4,  15,  0.04,  0.4,  0.35,  1
2.28,  4,  15,  0.04,  0.4,  0.35,  1
2.29,  4,  15,  0.04,  0.4,  0.35,  1
2.3,  4,  15,  0.04,  0.4,  0.35,  1
2.31,  4,  15,  0.04,  0.4,  0.35,  1
2.32,  4,  15,  0.04,  0.4,  0.35,  1
2.33,  4,  15,  0.04,  0.4,  0.35,  1
2.34,  4,  15,  0.04,  0.4,  0.35,  1
2.35,  4,  15,  0.04,  0.4,  0.35,  1
2.36,  4,  15,  0.04,  0.4,  0.35,  1
2.37,  4,  15,  0.04,  0.4,  0.35,  1
2.38,  4,  15,  0.04,  0.4,  0.35,  1
2.39,  4,  15,  0.04,  0.4,  0.35,  1
2.4,  4,  15,  0.04,  0.4,  0.35,  1
2.41,  4,  15,  0.04,  0.4,  0.35,  1
2.42,  4,  15,  0.04,  0.4,  0.35,  1
2.43,  4,  15,  0.04,  0.4,  0.35,  1
2.44,  4,  15,  0.04,  0.4,  0.35,  1
2.45,  4,  15,  0.04,  0.4,  0.35,  1
2.46,  4,  15,  0.04,  0.4,  0.35,  1
2.47,  4,  15,  0.04,  0.4,  0.35,  1
2.48,  4,  15,  0.04,  0.4,  0.35,  1
2.49,  4,  15,  0.04,  0.4,  0.35,  1
2.5,  4,  15,  0.04,  0.4,  0.35,  1
2.51,  4,  15,  0.04,  0.4,  0.35,  1
2.52,  4,  15,  0.04,  0.4,  0.35,  1
2.53,  4,  15,  0.04,  0.4,  0.35,  1
2.54,  4,  15,  0.04,  0.4,  0.35,  1
2.55,  4,  15,  0.04,  0.4,  0.35,  1
2.56,  4,  15,  0.04,  0.4,  0.35,  1
2.57,  4,  15,  0.04,  0.4,  0.35,  1
2.58,  4,  15,  0.04,  0.4,  0.35,  1
2.59,  4,  15,  0.04,  0.4,  0.35,  1
2.6,  4,  15,  0.04,  0.4,  0.35,  1
2.61,  4,  15,  0.04,  0.4,  0.35,  1
2.62,  4,  15,  0.04,  0.4,  0.35,  1
2.63,  4,  15,  0.04,  0.4,  0.35,  1
2.64,  4,  15,  0.04,  0.4,  0.35,  1
2.65,  4,  15,  0.04,  0.4,  0.35,  1
2.66,  4,  15,  0.04,  0.4,  0.35,  1
2.67,  4,  15,  0.04,  0.4,  0.35,  1
2.68,  4,  15,  0.04,  0.4,  0.35,  1
2.69,  4,  15,  0.04,  0.4,  0.35,  1
2.7,  4,  15,  0.04,  0.4,  0.35,  1
2.71,  4,  15,  0.04,  0.4,  0.35,  1
2.72,  4,  15,  0.04,  0.4,  0.35,  1
2.73,  4,  15,  0.04,  0.4,  0.35,  1
2.74,  4,  15,  0.04,  0.4,  0.35,  1
2.75,  4,  15,  0.04,  0.4,  0.35,  1
