0.74,  32.2724,  0.0949442,  99.862,  630.397,  184.926,  138.764,  -74.2456,  4.14023,  0.972787,  8.826,  9.80667,  -0,  -0,  44.3934,  0.27784,  -0,  431.493,  1.471,  -710.379,  -0,  -46.8739
0.75,  32.3028,  0.0950339,  99.8592,  631.589,  185.1,  139.027,  -74.3858,  4.14392,  0.973706,  8.83434,  9.81593,  -0,  -0,  44.4772,  0.277883,  -0,  431.901,  1.47239,  -711.722,  -0,  -46.9625
0.76,  32.3333,  0.0951235,  99.8563,  632.78,  185.275,  139.289,  -74.5262,  4.14761,  0.974624,  8.84267,  9.82519,  -0,  -0,  44.5612,  0.277926,  -0,  432.308,  1.47378,  -713.065,  -0,  -47.0511
0.77,  32.3638,  0.0952131,  99.8534,  633.973,  185.45,  139.552,  -74.6667,  4.1513,  0.975543,  8.851,  9.83445,  -0,  -0,  44.6452,  0.27797,  -0,  432.716,  1.47517,  -714.409,  -0,  -47.1398
0.78,  32.3942,  0.0953026,  99.8504,  635.167,  185.624,  139.814,  -74.8073,  4.15499,  0.976461,  8.85933,  9.8437,  -0,  -0,  44.7292,  0.278014,  -0,  433.123,  1.47656,  -715.754,  -0,  -47.2285
0.79,  32.4246,  0.0953922,  99.8475,  636.361,  185.799,  140.077,  -74.9479,  4.15867,  0.977379,  8.86766,  9.85295,  -0,  -0,  44.8133,  0.278057,  -0,  433.53,  1.47794,  -717.1,  -0,  -47.3174
0.8,  32.4551,  0.0954817,  99.8445,  637.556,  185.973,  140.34,  -75.0887,  4.16236,  0.978296,  8.87598,  9.86221,  -0,  -0,  44.8975,  0.278101,  -0,  433.937,  1.47933,  -718.447,  -0,  -47.4062
0.81,  32.4855,  0.0955712,  99.8414,  638.752,  186.147,  140.604,  -75.2296,  4.16605,  0.979214,  8.88431,  9.87145,  -0,  -0,  44.9817,  0.278146,  -0,  434.344,  1.48072,  -719.794,  -0,  -47.4952
0.82,  32.5159,  0.0956607,  99.8384,  639.949,  186.322,  140.867,  -75.3705,  4.16973,  0.980131,  8.89263,  9.8807,  -0,  -0,  45.066,  0.27819,  -0,  434.751,  1.4821,  -721.143,  -0,  -47.5842
0.83,  32.5463,  0.0957501,  99.8353,  641.147,  186.496,  141.131,  -75.5116,  4.17342,  0.981048,  8.90095,  9.88994,  -0,  -0,  45.1504,  0.278235,  -0,  435.157,  1.48349,  -722.493,  -0,  -47.6732
